customerID,tenure_band,spend_tier,is_at_risk,revenue_at_risk
4059-IIEBK,0-10,70-90,0,0.0
4881-JVQOD,10-20,30-50,0,0.0
0516-UXRMT,50+,90+,0,0.0
4851-BQDNX,40-50,70-90,0,0.0
5148-HKFIR,20-30,10-30,0,0.0
1009-IRMNA,0-10,10-30,0,0.0
3003-CMDUU,20-30,90+,0,0.0
5016-IBERQ,20-30,70-90,0,0.0
6797-UCJHZ,50+,90+,0,0.0
2469-DTSGX,50+,90+,0,0.0
4554-YGZIH,40-50,90+,0,0.0
5099-BAILX,40-50,90+,0,0.0
9931-KGHOA,40-50,50-70,0,0.0
1775-KWJKQ,50+,70-90,0,0.0
7665-VIGUD,10-20,10-30,0,0.0
9411-TPQQV,40-50,50-70,0,0.0
7207-RMRDB,50+,90+,0,0.0
7954-MLBUN,30-40,90+,0,0.0
2077-DDHJK,50+,70-90,0,0.0
4913-EHYUI,50+,90+,0,0.0
0195-IESCP,10-20,70-90,0,0.0
9574-BOSMD,50+,10-30,0,0.0
4580-TMHJU,40-50,50-70,0,0.0
0970-ETWGE,0-10,70-90,0,0.0
4908-XAXAY,40-50,70-90,0,0.0
8404-VLQFB,10-20,10-30,0,0.0
1626-ERCMM,20-30,90+,0,0.0
0887-HJGAR,0-10,30-50,0,0.0
2391-IPLOP,50+,50-70,0,0.0
5644-PDMZC,0-10,70-90,0,0.0
3509-GWQGF,20-30,70-90,0,0.0
9576-ANLXO,0-10,50-70,0,0.0
2024-BASKD,0-10,70-90,0,0.0
5845-BZZIB,30-40,10-30,0,0.0
1140-UKVZG,10-20,10-30,0,0.0
4160-AMJTL,0-10,10-30,0,0.0
5183-SNMJQ,10-20,90+,0,0.0
8100-PNJMH,50+,70-90,0,0.0
7838-LAZFO,40-50,70-90,0,0.0
4464-JCOLN,0-10,10-30,0,0.0
2085-JVGAD,30-40,10-30,0,0.0
5650-VDUDS,0-10,10-30,0,0.0
8095-WANWK,10-20,30-50,0,0.0
3030-ZKIWL,0-10,10-30,0,0.0
9565-FLVCG,50+,50-70,0,0.0
8755-OGKNA,50+,10-30,0,0.0
2800-VEQXM,0-10,70-90,0,0.0
7538-GWHML,0-10,50-70,0,0.0
5533-RJFTJ,40-50,30-50,0,0.0
3859-CVCET,0-10,30-50,0,0.0
0214-JHPFW,50+,50-70,0,0.0
5642-MHDQT,50+,10-30,0,0.0
3088-FVYWK,50+,10-30,0,0.0
3276-HDUEG,0-10,70-90,0,0.0
9092-GDZKO,20-30,10-30,0,0.0
0823-HSCDJ,50+,30-50,0,0.0
3729-OWRVL,50+,90+,0,0.0
2324-AALNO,40-50,10-30,0,0.0
0822-GAVAP,0-10,30-50,0,0.0
5760-IFJOZ,0-10,90+,0,0.0
2826-UWHIS,40-50,70-90,0,0.0
1448-PWKYE,0-10,70-90,0,0.0
7501-IWUNG,50+,70-90,0,0.0
4957-TREIR,0-10,50-70,0,0.0
7251-LJBQN,40-50,90+,0,0.0
8040-MNRTF,0-10,70-90,0,0.0
1536-HBSWP,0-10,30-50,0,0.0
5313-FPXWG,50+,10-30,0,0.0
0067-DKWBL,0-10,30-50,0,0.0
0946-FKYTX,50+,30-50,0,0.0
5076-YVXCM,50+,70-90,0,0.0
8262-COGGB,0-10,10-30,0,0.0
6663-JOCQO,30-40,70-90,0,0.0
9620-QJREV,40-50,10-30,0,0.0
2276-YDAVZ,0-10,70-90,0,0.0
2682-KEVRP,20-30,10-30,0,0.0
2480-JZOSN,0-10,10-30,0,0.0
0078-XZMHT,50+,70-90,0,0.0
5896-NPFWW,0-10,50-70,0,0.0
9978-HYCIN,40-50,70-90,0,0.0
8338-QIUNR,50+,50-70,0,0.0
1525-LNLOJ,50+,50-70,0,0.0
9450-TRJUU,30-40,70-90,0,0.0
1766-GKNMI,20-30,70-90,0,0.0
6942-LBFDP,0-10,10-30,0,0.0
1456-TWCGB,0-10,30-50,0,0.0
7133-VBDCG,20-30,70-90,0,0.0
7596-ZYWBB,50+,50-70,0,0.0
8329-UTMVM,20-30,90+,0,0.0
3014-WJKSM,20-30,70-90,0,0.0
3347-YJZZE,20-30,70-90,0,0.0
1029-QFBEN,0-10,10-30,0,0.0
7929-DMBCV,20-30,70-90,0,0.0
9661-JALZV,50+,10-30,0,0.0
5433-KYGHE,10-20,70-90,0,0.0
4312-KFRXN,50+,10-30,0,0.0
5575-TPIZQ,40-50,70-90,0,0.0
0114-IGABW,50+,50-70,0,0.0
9944-AEXBM,30-40,70-90,0,0.0
1853-ARAAQ,20-30,50-70,0,0.0
6952-OMNWB,50+,70-90,0,0.0
4697-LUPSU,0-10,10-30,0,0.0
8434-VGEQQ,50+,10-30,0,0.0
4952-YSOGZ,0-10,70-90,0,0.0
1589-AGTLK,0-10,30-50,0,0.0
5244-IRFIH,30-40,90+,0,0.0
6549-YMFAW,0-10,10-30,0,0.0
4950-HKQTE,20-30,10-30,0,0.0
6786-OBWQR,0-10,70-90,1,80.85
2684-EIWEO,30-40,90+,0,0.0
2753-JMMCV,50+,70-90,0,0.0
6439-GTPCA,40-50,70-90,0,0.0
6621-YOBKI,0-10,10-30,0,0.0
1216-JWVUX,20-30,70-90,0,0.0
7564-GHCVB,50+,70-90,0,0.0
1173-NOEYG,20-30,90+,0,0.0
7595-EHCDL,30-40,50-70,0,0.0
6647-ZEDXT,30-40,90+,0,0.0
2521-NPUZR,50+,90+,0,0.0
1307-TVUFB,40-50,70-90,0,0.0
7503-MIOGA,50+,70-90,0,0.0
4381-MHQDC,40-50,50-70,0,0.0
6923-JHPMP,0-10,70-90,1,80.45
5138-WVKYJ,10-20,90+,0,0.0
4018-PPNDW,50+,10-30,0,0.0
1635-FJFCC,0-10,30-50,0,0.0
2499-AJYUA,50+,90+,0,0.0
6919-ELBGL,50+,90+,0,0.0
3966-HRMZA,0-10,70-90,0,0.0
6425-JWTDV,40-50,10-30,0,0.0
8405-IGQFX,50+,90+,0,0.0
8224-IVVPA,20-30,50-70,0,0.0
9477-LGWQI,50+,70-90,0,0.0
1410-RSCMR,0-10,70-90,0,0.0
3115-CZMZD,0-10,10-30,0,0.0
0139-IVFJG,0-10,90+,1,90.35
6683-VLCTZ,20-30,90+,0,0.0
5730-DBDSI,50+,10-30,0,0.0
0030-FNXPP,0-10,10-30,0,0.0
2189-WWOEW,10-20,70-90,0,0.0
5684-FJVYR,50+,90+,0,0.0
4013-GUXND,0-10,10-30,0,0.0
1894-IGFSG,20-30,70-90,0,0.0
7379-POKDZ,0-10,70-90,0,0.0
1266-NZYUI,50+,50-70,0,0.0
7969-FFOWG,50+,10-30,0,0.0
4718-DHSMV,10-20,30-50,0,0.0
5175-WLYXL,20-30,70-90,0,0.0
7817-OMJNA,10-20,10-30,0,0.0
8728-SKJLR,40-50,70-90,0,0.0
3137-NYQQI,10-20,50-70,0,0.0
7706-DZNKK,10-20,10-30,0,0.0
0236-HFWSV,10-20,90+,0,0.0
3900-AQPHZ,0-10,10-30,0,0.0
5842-POCOP,0-10,70-90,0,0.0
2037-XJFUP,30-40,90+,0,0.0
8823-RLPWL,50+,90+,0,0.0
9505-SQFSW,0-10,30-50,0,0.0
7314-OXENN,0-10,70-90,0,0.0
3758-CKOQL,50+,90+,0,0.0
0322-CHQRU,0-10,30-50,0,0.0
5676-CFLYY,50+,70-90,0,0.0
7521-AFHAB,0-10,30-50,0,0.0
0285-INHLN,20-30,50-70,0,0.0
4678-DVQEO,0-10,50-70,0,0.0
5125-CNDSP,50+,30-50,0,0.0
0691-IFBQW,40-50,90+,0,0.0
4992-LTJNE,50+,50-70,0,0.0
2202-OUTMO,30-40,50-70,0,0.0
0810-BDHAW,20-30,70-90,0,0.0
0229-LFJAF,50+,50-70,0,0.0
7131-ZQZNK,50+,50-70,0,0.0
3442-ZHHCC,50+,70-90,0,0.0
5726-CVNYA,0-10,10-30,0,0.0
9871-ELEYA,30-40,50-70,0,0.0
4257-GAESD,0-10,30-50,0,0.0
5173-WXOQV,0-10,50-70,0,0.0
2040-OBMLJ,30-40,70-90,0,0.0
6286-ZHAOK,20-30,10-30,0,0.0
3807-XHCJH,0-10,10-30,0,0.0
3009-JWMPU,50+,90+,0,0.0
5671-RQRLP,50+,70-90,0,0.0
1450-GALXR,10-20,90+,0,0.0
8859-AXJZP,30-40,10-30,0,0.0
3174-AKMAS,40-50,50-70,0,0.0
3138-BKYAV,0-10,70-90,0,0.0
9926-PJHDQ,50+,70-90,0,0.0
7382-DFJTU,10-20,50-70,0,0.0
2798-NYLMZ,50+,90+,0,0.0
4289-DTDKW,40-50,90+,0,0.0
1820-TQVEV,0-10,50-70,0,0.0
2239-JALAW,50+,90+,0,0.0
4853-RULSV,50+,90+,0,0.0
8098-TDCBU,40-50,10-30,0,0.0
3551-GAEGL,30-40,30-50,0,0.0
4785-NKHCX,0-10,10-30,0,0.0
3196-NVXLZ,20-30,70-90,0,0.0
6275-YDUVO,0-10,70-90,0,0.0
0036-IHMOT,50+,90+,0,0.0
0115-TFERT,20-30,90+,0,0.0
4178-EGMON,50+,70-90,0,0.0
4220-TINQT,50+,90+,0,0.0
5318-YKDPV,40-50,70-90,0,0.0
7975-TZMLR,40-50,90+,0,0.0
0295-QVKPB,0-10,50-70,0,0.0
4335-BSMJS,50+,10-30,0,0.0
2311-QYMUQ,10-20,70-90,0,0.0
3643-AHCFP,0-10,90+,0,0.0
9146-JRIOX,10-20,10-30,0,0.0
3104-OWCGK,50+,90+,0,0.0
5337-IIWKZ,30-40,30-50,0,0.0
9101-BWFSS,50+,90+,0,0.0
9650-VBUOG,30-40,10-30,0,0.0
3487-EARAT,50+,70-90,0,0.0
2672-TGEFF,30-40,70-90,0,0.0
9231-ZJYAM,0-10,70-90,0,0.0
4250-WAROZ,50+,90+,0,0.0
8184-WMOFI,50+,70-90,0,0.0
6982-SSHFK,0-10,30-50,0,0.0
6092-QZVPP,30-40,70-90,0,0.0
4625-LAMOB,40-50,10-30,0,0.0
0727-BMPLR,50+,90+,0,0.0
0392-BZIUW,50+,90+,0,0.0
1038-ZAGBI,10-20,10-30,0,0.0
6549-NNDYT,10-20,30-50,0,0.0
3027-ZTDHO,0-10,70-90,0,0.0
0422-OHQHQ,10-20,10-30,0,0.0
6916-HIJSE,50+,70-90,0,0.0
2316-ESMLS,10-20,30-50,0,0.0
9778-OGKQZ,50+,90+,0,0.0
7408-OFWXJ,50+,70-90,0,0.0
6007-TCTST,50+,90+,0,0.0
2252-NKNSI,50+,70-90,0,0.0
8713-IGZSO,0-10,10-30,0,0.0
7905-TVXTA,0-10,50-70,0,0.0
7695-PKLCZ,50+,10-30,0,0.0
2382-BCKQJ,50+,90+,0,0.0
8374-UULRV,50+,70-90,0,0.0
2207-NHRJK,0-10,50-70,0,0.0
3224-DFQNQ,50+,70-90,0,0.0
5275-PMFUT,50+,50-70,0,0.0
4795-UXVCJ,20-30,10-30,0,0.0
9777-IQHWP,50+,90+,0,0.0
0947-MUGVO,20-30,70-90,0,0.0
9944-HKVVB,0-10,90+,0,0.0
4124-MMETB,20-30,90+,0,0.0
3671-SHRSP,0-10,70-90,0,0.0
0979-MOZQI,50+,30-50,0,0.0
2732-ISEZX,0-10,10-30,0,0.0
3313-QKNKB,50+,70-90,0,0.0
0323-XWWTN,0-10,10-30,0,0.0
1937-OTUKY,50+,90+,0,0.0
1573-LGXBA,50+,90+,0,0.0
1764-VUUMT,50+,10-30,0,0.0
5073-WXOYN,50+,50-70,0,0.0
4713-ZBURT,40-50,90+,0,0.0
3050-GBUSH,0-10,30-50,0,0.0
0207-MDKNV,10-20,90+,0,0.0
7876-AEHIG,50+,50-70,0,0.0
7945-HLKEA,50+,50-70,0,0.0
9342-VNIMQ,30-40,50-70,0,0.0
9851-KIELU,10-20,90+,0,0.0
3523-BRGUW,20-30,10-30,0,0.0
3908-BLSYF,0-10,70-90,0,0.0
3199-NPKCN,50+,90+,0,0.0
5170-PTRKA,40-50,30-50,0,0.0
4661-NJEUX,0-10,10-30,0,0.0
2123-AGEEN,0-10,70-90,1,84.35
1258-YMZNM,20-30,90+,0,0.0
0048-LUMLS,30-40,90+,0,0.0
7549-MYGPK,50+,90+,0,0.0
5898-IGSLP,30-40,70-90,0,0.0
3804-RVTGV,50+,90+,0,0.0
6259-WJQLC,30-40,70-90,0,0.0
9227-LUNBG,0-10,10-30,0,0.0
7997-EASSD,50+,70-90,0,0.0
0730-KOAVE,30-40,90+,0,0.0
8975-SKGRX,50+,90+,0,0.0
0678-RLHVP,50+,90+,0,0.0
4315-MURBD,10-20,90+,0,0.0
2267-FPIMA,50+,90+,0,0.0
1051-GEJLJ,0-10,10-30,0,0.0
9734-YWGEX,0-10,90+,0,0.0
2719-BDAQO,10-20,90+,0,0.0
5285-MVEHD,50+,90+,0,0.0
0379-DJQHR,50+,70-90,0,0.0
0781-LKXBR,0-10,90+,0,0.0
5543-QDCRY,0-10,50-70,0,0.0
0297-RBCSG,10-20,50-70,0,0.0
4694-PHWFW,0-10,10-30,0,0.0
0835-JKADZ,50+,90+,0,0.0
1907-UBQFC,10-20,70-90,0,0.0
7508-SMHXL,10-20,70-90,0,0.0
3865-YIOTT,50+,90+,0,0.0
5993-BQHEA,10-20,10-30,0,0.0
6024-RUGGH,50+,10-30,0,0.0
6513-EECDB,0-10,70-90,0,0.0
3956-CJUST,20-30,70-90,0,0.0
4079-WWQQQ,50+,50-70,0,0.0
6103-BOCOU,20-30,70-90,0,0.0
5149-TGWDZ,20-30,90+,0,0.0
7471-WNSUF,50+,10-30,0,0.0
8942-DBMHZ,10-20,10-30,0,0.0
4301-VVZKA,10-20,70-90,0,0.0
9199-PWQVC,50+,70-90,0,0.0
4824-GUCBY,20-30,70-90,0,0.0
5393-HJZSM,30-40,70-90,0,0.0
7074-IEVOJ,0-10,70-90,0,0.0
9625-QSTYE,10-20,70-90,0,0.0
0862-PRCBS,50+,90+,0,0.0
8812-ZRHFP,30-40,70-90,0,0.0
5146-CBVOE,10-20,70-90,0,0.0
0454-OKRCT,30-40,70-90,0,0.0
5787-KXGIY,50+,10-30,0,0.0
4750-ZRXIU,0-10,70-90,0,0.0
4198-VFOEA,10-20,30-50,0,0.0
6630-UJZMY,0-10,70-90,1,83.25
5709-LVOEQ,0-10,70-90,0,0.0
6400-BWQKW,0-10,70-90,0,0.0
2692-AQCPF,50+,90+,0,0.0
0347-UBKUZ,10-20,10-30,0,0.0
0835-DUUIQ,20-30,10-30,0,0.0
0811-GSDTP,10-20,30-50,0,0.0
7567-ECMCM,20-30,70-90,0,0.0
6115-ZTBFQ,50+,50-70,0,0.0
6353-BRMMA,50+,90+,0,0.0
6680-WKXRZ,0-10,70-90,0,0.0
6231-WFGFH,0-10,10-30,0,0.0
9904-EHEVJ,30-40,90+,0,0.0
7028-DVOIQ,30-40,90+,0,0.0
6169-PPETC,30-40,10-30,0,0.0
4208-UFFGW,0-10,30-50,0,0.0
8584-KMVXD,0-10,70-90,1,75.6
8467-WYNSR,20-30,50-70,0,0.0
0851-DFJKB,10-20,50-70,0,0.0
5382-SOYZL,20-30,90+,0,0.0
9448-REEVD,0-10,30-50,0,0.0
3261-CQXOL,50+,10-30,0,0.0
8388-FYNPZ,0-10,50-70,0,0.0
4002-BQWPQ,20-30,70-90,0,0.0
5651-YLPRD,30-40,70-90,0,0.0
2826-DXLQO,0-10,10-30,0,0.0
4378-BZYFP,10-20,10-30,0,0.0
9489-UTFKA,0-10,50-70,0,0.0
4849-PYRLQ,50+,70-90,0,0.0
9117-SHLZX,0-10,30-50,0,0.0
9889-TMAHG,0-10,90+,0,0.0
4541-RMRLG,0-10,10-30,0,0.0
7764-BDPEE,0-10,10-30,0,0.0
3429-IFLEM,50+,70-90,0,0.0
3158-MOERK,0-10,90+,0,0.0
7294-TMAOP,0-10,90+,0,0.0
5002-GCQFH,40-50,90+,0,0.0
0556-FJEGU,50+,70-90,0,0.0
8919-FYFQZ,40-50,30-50,0,0.0
0604-THJFP,50+,70-90,0,0.0
2834-JRTUA,50+,90+,0,0.0
5875-YPQFJ,0-10,50-70,0,0.0
5879-SESNB,10-20,70-90,1,75.25
6646-QVXLR,50+,90+,0,0.0
6461-PPAXN,30-40,50-70,0,0.0
3318-ISQFQ,20-30,10-30,0,0.0
1106-HRLKZ,40-50,10-30,0,0.0
2483-XSSMZ,30-40,30-50,0,0.0
8603-IJWDN,0-10,70-90,0,0.0
8165-ZJRNM,50+,10-30,0,0.0
9369-XFEHK,30-40,70-90,0,0.0
2604-XVDAM,10-20,30-50,0,0.0
3717-OFRTN,0-10,10-30,0,0.0
9046-JBFWA,20-30,10-30,0,0.0
3280-NMUVX,30-40,10-30,0,0.0
1206-EHBDD,50+,70-90,0,0.0
8361-LBRDI,50+,10-30,0,0.0
4883-KCPZJ,20-30,10-30,0,0.0
9108-EQPNQ,10-20,10-30,0,0.0
7277-KAMWT,10-20,10-30,0,0.0
3842-IYKUE,30-40,70-90,0,0.0
6641-XRPSU,30-40,70-90,0,0.0
1374-DMZUI,0-10,90+,0,0.0
2545-LXYVJ,50+,10-30,0,0.0
3234-VKACU,0-10,70-90,0,0.0
8357-EQXFO,0-10,90+,0,0.0
1989-PRJHP,20-30,70-90,0,0.0
8120-JDCAM,0-10,50-70,0,0.0
8917-FAEMR,30-40,10-30,0,0.0
7047-YXDMZ,20-30,10-30,0,0.0
2858-EIMXH,50+,90+,0,0.0
9524-EGPJC,10-20,90+,0,0.0
6993-OHLXR,0-10,50-70,0,0.0
8818-XYFCQ,30-40,90+,0,0.0
6419-ZTTLE,20-30,10-30,0,0.0
0929-HYQEW,0-10,50-70,0,0.0
6614-YOLAC,50+,50-70,0,0.0
7426-RHZGU,0-10,90+,0,0.0
4065-JJAVA,0-10,30-50,0,0.0
4695-VADHF,10-20,50-70,0,0.0
3863-IUBJR,10-20,50-70,0,0.0
7649-SIJJF,50+,70-90,0,0.0
9361-YNQWJ,50+,10-30,0,0.0
3748-FVMZZ,0-10,30-50,0,0.0
9391-TTOYH,20-30,10-30,0,0.0
1452-XRSJV,30-40,50-70,0,0.0
3422-WJOYD,20-30,50-70,0,0.0
8242-SOQUO,0-10,70-90,1,84.7
7460-ITWWP,40-50,70-90,0,0.0
7147-AYBAA,30-40,70-90,0,0.0
7868-TMWMZ,50+,90+,0,0.0
4822-RVYBB,0-10,90+,0,0.0
6732-FZUGP,40-50,90+,0,0.0
8436-BJUMM,20-30,70-90,0,0.0
4184-TJFAN,0-10,70-90,0,0.0
8329-GWVPJ,50+,50-70,0,0.0
1352-VHKAJ,20-30,70-90,0,0.0
4145-UQXUQ,0-10,90+,0,0.0
2632-TACXW,50+,10-30,0,0.0
8146-QQKZH,50+,70-90,0,0.0
1767-CJKBA,50+,10-30,0,0.0
6445-TNRXS,50+,90+,0,0.0
4581-LNWUM,10-20,30-50,0,0.0
4869-EPIUS,50+,70-90,0,0.0
9948-YPTDG,30-40,70-90,0,0.0
1236-WFCDV,10-20,90+,0,0.0
1915-OAKWD,10-20,10-30,0,0.0
7296-PIXQY,10-20,70-90,0,0.0
4883-QICIH,30-40,50-70,0,0.0
3354-OADJP,0-10,50-70,0,0.0
3524-WQDSG,40-50,90+,0,0.0
0810-DHDBD,50+,70-90,0,0.0
4026-SKKHW,0-10,50-70,0,0.0
2829-HYVZP,20-30,10-30,0,0.0
8329-IBCTI,0-10,10-30,0,0.0
1271-SJBGZ,10-20,30-50,0,0.0
3845-JHAMY,10-20,30-50,0,0.0
7013-PSXHK,40-50,70-90,0,0.0
5669-SRAIP,0-10,30-50,0,0.0
5981-ITEMU,40-50,90+,0,0.0
3486-NPGST,30-40,10-30,0,0.0
6941-PMGEP,0-10,70-90,0,0.0
1624-WOIWJ,10-20,70-90,0,0.0
2074-GKOWZ,0-10,70-90,0,0.0
0376-YMCJC,20-30,90+,0,0.0
6100-FJZDG,20-30,10-30,0,0.0
4829-ZLJTK,50+,90+,0,0.0
1730-VFMWO,30-40,50-70,0,0.0
7143-BQIBA,10-20,50-70,0,0.0
3800-LYTRK,10-20,50-70,0,0.0
0634-SZPQA,20-30,90+,0,0.0
9646-NMHXE,40-50,10-30,0,0.0
7030-NJVDP,20-30,70-90,0,0.0
5536-RTPWK,40-50,90+,0,0.0
8883-GRDWQ,20-30,50-70,0,0.0
6166-ILMNY,0-10,50-70,0,0.0
3097-NNSPB,0-10,30-50,0,0.0
7771-ZONAT,20-30,50-70,0,0.0
0655-RBDUG,0-10,90+,0,0.0
2111-DWYHN,0-10,10-30,0,0.0
4194-WHFCB,50+,90+,0,0.0
4121-AGSIN,50+,10-30,0,0.0
4361-BKAXE,40-50,90+,0,0.0
9845-PEEKO,50+,70-90,0,0.0
0455-XFASS,0-10,50-70,1,69.55
0301-KOBTQ,30-40,10-30,0,0.0
1751-NCDLI,40-50,90+,0,0.0
4367-NUYAO,0-10,10-30,0,0.0
9878-TNQGW,0-10,70-90,0,0.0
9170-ARBTB,50+,10-30,0,0.0
4441-NIHPT,10-20,70-90,0,0.0
8999-BOHSE,10-20,70-90,0,0.0
7241-AJHFS,30-40,70-90,0,0.0
7029-RPUAV,10-20,90+,0,0.0
4546-FOKWR,10-20,70-90,0,0.0
9036-CSKBW,50+,90+,0,0.0
5832-TRLPB,20-30,70-90,0,0.0
8590-YFFQO,50+,50-70,0,0.0
8659-IOOPU,50+,90+,0,0.0
1338-CECEE,40-50,50-70,0,0.0
7439-DKZTW,0-10,70-90,1,80.55
4646-QZXTF,0-10,70-90,0,0.0
4607-CHPCA,20-30,90+,0,0.0
9742-XOKTS,50+,70-90,0,0.0
6921-OZMFH,0-10,50-70,0,0.0
9578-FOMUK,10-20,10-30,0,0.0
4712-UYOOI,20-30,10-30,0,0.0
8824-RWFXJ,0-10,50-70,0,0.0
7722-CVFXN,50+,90+,0,0.0
8717-VCTXJ,40-50,10-30,0,0.0
7363-QTBIW,0-10,70-90,1,79.75
4159-NAAIX,50+,90+,0,0.0
0971-QIFJK,50+,10-30,0,0.0
9397-TZSHA,50+,10-30,0,0.0
3391-JSQEW,40-50,50-70,0,0.0
0343-QLUZP,50+,30-50,0,0.0
9763-PDTKK,0-10,90+,0,0.0
2176-LVPNX,50+,70-90,0,0.0
7627-JKIAZ,30-40,70-90,0,0.0
3312-UUMZW,30-40,90+,0,0.0
1271-UODNO,30-40,50-70,0,0.0
8461-EFQYM,30-40,10-30,0,0.0
6900-RBKER,50+,70-90,0,0.0
6891-JPYFF,40-50,90+,0,0.0
1459-QNFQT,50+,50-70,0,0.0
1047-NNCBF,20-30,70-90,0,0.0
3696-XRIEN,50+,70-90,0,0.0
4081-DYXAV,10-20,30-50,0,0.0
0074-HDKDG,20-30,50-70,0,0.0
8791-GFXLZ,10-20,30-50,0,0.0
8111-SLLHI,30-40,90+,0,0.0
0927-LCSMG,0-10,70-90,0,0.0
9330-DHBFL,20-30,50-70,0,0.0
0098-BOWSO,20-30,10-30,0,0.0
3452-ABWRL,40-50,70-90,0,0.0
5859-HZYLF,20-30,10-30,0,0.0
8257-RZAHR,10-20,50-70,0,0.0
5293-WXJAK,10-20,90+,0,0.0
3156-QLHBO,0-10,10-30,0,0.0
2208-NQBCT,20-30,70-90,0,0.0
1779-PWPMG,50+,90+,0,0.0
6621-NRZAK,50+,10-30,0,0.0
0831-JNISG,50+,10-30,0,0.0
0774-IFUVM,10-20,50-70,0,0.0
3082-WQRVY,10-20,10-30,0,0.0
9553-DLCLU,10-20,70-90,0,0.0
1641-BYBTK,0-10,10-30,0,0.0
2460-NGXBJ,10-20,70-90,0,0.0
2446-ZKVAF,10-20,50-70,0,0.0
0841-NULXI,0-10,30-50,0,0.0
3522-CDKHF,30-40,70-90,0,0.0
1430-SFQSA,20-30,30-50,0,0.0
0411-EZJZE,0-10,50-70,0,0.0
7851-WZEKY,0-10,90+,0,0.0
8844-TONUD,10-20,90+,0,0.0
8807-ARQET,40-50,30-50,0,0.0
8992-CEUEN,0-10,10-30,0,0.0
4320-QMLLA,0-10,50-70,0,0.0
8777-PVYGU,50+,50-70,0,0.0
8292-ITGYJ,40-50,10-30,0,0.0
6870-ZWMNX,50+,70-90,0,0.0
0621-CXBKL,50+,10-30,0,0.0
5268-DSMNQ,50+,90+,0,0.0
5334-JLAXU,50+,90+,0,0.0
4086-YQSNZ,0-10,70-90,0,0.0
6242-MBHPK,20-30,90+,0,0.0
5868-CZJDR,0-10,30-50,0,0.0
9359-UGBTK,50+,70-90,0,0.0
0135-NMXAP,10-20,70-90,0,0.0
4782-OSFXZ,50+,70-90,0,0.0
6479-OAUSD,20-30,10-30,0,0.0
7129-ACFOG,0-10,50-70,0,0.0
4189-NAKJS,20-30,50-70,0,0.0
5562-BETPV,0-10,10-30,0,0.0
1282-IHQAC,50+,30-50,0,0.0
9127-FHJBZ,50+,90+,0,0.0
6270-OMFIW,50+,90+,0,0.0
1641-RQDAY,30-40,90+,0,0.0
0107-WESLM,0-10,10-30,0,0.0
6994-ORCWG,10-20,50-70,0,0.0
1346-UFHAX,10-20,70-90,0,0.0
3992-YWPKO,0-10,90+,0,0.0
2933-XEUJM,40-50,70-90,0,0.0
0125-LZQXK,10-20,90+,0,0.0
5461-QKNTN,40-50,90+,0,0.0
4835-YSJMR,30-40,30-50,0,0.0
8399-YNDCH,20-30,50-70,0,0.0
3164-YAXFY,50+,50-70,0,0.0
0887-WBJVH,50+,90+,0,0.0
4660-IRIBM,10-20,70-90,0,0.0
5673-FSSMF,0-10,50-70,0,0.0
7670-ZBPOQ,50+,50-70,0,0.0
8089-UZWLX,50+,90+,0,0.0
0080-OROZO,30-40,90+,0,0.0
3916-NRPAP,0-10,70-90,0,0.0
6807-SIWJI,30-40,90+,0,0.0
8221-HVAYI,30-40,50-70,0,0.0
1579-KLYDT,0-10,90+,0,0.0
5232-NXPAY,40-50,70-90,0,0.0
8967-SZQAS,10-20,50-70,0,0.0
4468-KAZHE,20-30,50-70,0,0.0
0455-ENTCR,50+,70-90,0,0.0
8944-AILEF,10-20,10-30,0,0.0
5542-NKVRU,40-50,10-30,0,0.0
7126-RBHSD,10-20,70-90,0,0.0
5370-IIVVL,30-40,90+,0,0.0
6789-HJBWG,10-20,30-50,0,0.0
3927-NLNRY,50+,90+,0,0.0
9087-EYCPR,50+,10-30,0,0.0
6791-YBNAK,10-20,10-30,0,0.0
6358-LYNGM,0-10,70-90,0,0.0
6077-BDPXA,0-10,70-90,1,70.15
0013-MHZWF,0-10,50-70,0,0.0
5494-HECPR,0-10,70-90,0,0.0
8268-YDIXR,50+,90+,0,0.0
9824-BEMCV,10-20,50-70,0,0.0
1373-ORVIZ,10-20,50-70,0,0.0
4291-SHSBH,0-10,50-70,1,69.55
6980-IMXXE,50+,10-30,0,0.0
9866-QEVEE,10-20,70-90,0,0.0
9897-KXHCM,0-10,70-90,0,0.0
0040-HALCW,50+,10-30,0,0.0
0784-GTUUK,50+,10-30,0,0.0
7979-CORPM,20-30,90+,0,0.0
2294-DMMUS,50+,70-90,0,0.0
0872-JCPIB,10-20,50-70,0,0.0
3055-MJDSB,0-10,10-30,0,0.0
9091-WTUUY,50+,50-70,0,0.0
1618-CFHME,0-10,70-90,0,0.0
3165-HDOEW,0-10,30-50,0,0.0
6581-NQCBA,10-20,30-50,0,0.0
7115-IRDHS,50+,10-30,0,0.0
8496-DMZUK,30-40,90+,0,0.0
2040-VZIKE,40-50,90+,0,0.0
9068-VPWQQ,50+,70-90,0,0.0
0178-SZBHO,40-50,70-90,0,0.0
0384-RVBPI,20-30,50-70,0,0.0
1689-MRZQR,30-40,70-90,0,0.0
1299-AURJA,50+,10-30,0,0.0
4525-VZCZG,50+,90+,0,0.0
1543-LLLFT,50+,90+,0,0.0
5835-BEQEU,0-10,70-90,0,0.0
2788-CJQAQ,10-20,10-30,0,0.0
